code,nationality_code,disciplines,birth_date
1920169,GER,['Athletics'],1996/5/2
1920170,GER,['Athletics'],2001/9/13
1920174,GER,['Athletics'],1997/9/16
1920175,GER,['Athletics'],1994/2/3
1920180,GER,['Athletics'],2000/6/19
1920183,GER,['Athletics'],1998/10/3
1920185,GER,['Athletics'],1994/8/17
1920188,GER,['Athletics'],1995/5/17
1920191,GER,['Athletics'],1995/3/16
1920192,GER,['Athletics'],1998/5/16
1920194,GER,['Athletics'],1995/8/20
1920195,GER,['Athletics'],1997/8/13
1920197,GER,['Athletics'],1993/2/9
1920202,GER,['Athletics'],1989/2/27
1920206,GER,['Athletics'],1998/4/3
1920207,GER,['Athletics'],1991/12/5
1920211,GER,['Athletics'],1999/8/21
1920221,GER,['Athletics'],2002/6/11
1920230,GER,['Athletics'],1996/9/19
1920234,GER,['Athletics'],1998/3/18
1920236,GER,['Athletics'],1994/8/29
1920238,GER,['Athletics'],1999/11/6
1920244,GER,['Athletics'],2000/5/12
1920246,GER,['Athletics'],1995/4/16
1920249,GER,['Athletics'],1992/5/14
1920252,GER,['Athletics'],1998/6/20
1920254,GER,['Athletics'],1997/10/19
1920258,GER,['Athletics'],1996/5/7
1920259,GER,['Athletics'],1996/1/1
1920269,GER,['Athletics'],2000/3/25
1920276,GER,['Athletics'],2002/5/31
1920277,GER,['Athletics'],2004/10/1
1920289,GER,['Athletics'],1997/9/24
1920290,GER,['Athletics'],2001/3/8
1920295,GER,['Athletics'],1999/11/26
1920296,GER,['Athletics'],1998/11/8
1920297,GER,['Athletics'],1997/7/7
1920299,GER,['Athletics'],2002/8/18
1920301,GER,['Athletics'],1995/2/12
1920302,GER,['Athletics'],1995/3/27
1920305,GER,['Athletics'],1992/4/3
1920307,GER,['Athletics'],1997/2/19
1920314,GER,['Athletics'],2002/12/1
1920326,GER,['Athletics'],2004/9/9
1920334,GER,['Athletics'],2004/4/23
1920339,GER,['Athletics'],2003/6/13
1920345,GER,['Athletics'],1997/10/23
1920348,GER,['Athletics'],1992/9/27
1920355,GER,['Athletics'],2000/11/28
1920366,GER,['Athletics'],2003/9/15
1920384,GER,['Athletics'],1990/10/9
1920412,GER,['Athletics'],2003/8/15
1920415,GER,['Athletics'],1993/10/18
1920440,GER,['Athletics'],1999/5/8
1920454,HUN,['Athletics'],1992/10/9
1920568,HUN,['Athletics'],1999/9/24
1920569,CHN,['Cycling BMX Freestyle'],2005/10/17
1920571,CHN,['Cycling BMX Freestyle'],2004/4/26
1920607,CHN,['Cycling Road'],1998/2/2
1920618,CHN,['Cycling Road'],2001/1/7
1920622,HUN,['Athletics'],1996/6/1
1920626,HUN,['Athletics'],1993/1/13
1920637,HUN,['Athletics'],1985/5/12
1920638,CHN,['Cycling Track'],1997/11/3
1920639,CHN,['Cycling Track'],1999/3/15
1920640,CHN,['Cycling Track'],2005/4/13
1920641,CHN,['Cycling Track'],2004/1/27
1920643,CHN,['Cycling Track'],1999/1/5
1920645,CHN,['Cycling Track'],1995/5/1
1920646,CHN,['Cycling Track'],2000/11/29
1920649,CHN,['Cycling Track'],2004/1/28
1920670,CHN,['Cycling Track'],1994/4/6
1920683,HUN,['Athletics'],2002/1/17
1920696,HUN,['Athletics'],1989/11/30
1920707,TUN,['Rowing'],1996/2/3
1920708,TUN,['Rowing'],1996/10/15
1920729,HUN,['Athletics'],1996/5/31
1920753,MGL,['Wrestling'],1999/7/12
1920760,MGL,['Wrestling'],1998/4/6
1920805,ZIM,['Athletics'],2001/12/20
1920815,CHN,['Athletics'],2004/3/9
1920828,CHN,['Athletics'],1998/9/26
1920830,CHN,['Athletics'],2000/10/20
1920833,CHN,['Athletics'],1994/5/4
1920835,CHN,['Athletics'],1996/4/20
1920836,CHN,['Athletics'],1999/2/10
1920838,CHN,['Athletics'],1990/9/21
1920839,CHN,['Athletics'],1996/9/26
1920840,CHN,['Athletics'],2002/8/12
1920843,CHN,['Athletics'],2001/10/7
1920849,CHN,['Athletics'],1998/2/6
1920857,CHN,['Athletics'],2000/2/14
1921032,MGL,['Wrestling'],1998/1/4
1921046,IRL,['Rugby Sevens'],1993/1/25
1921051,ZAM,['Boxing'],1999/5/21
1921075,HUN,['Athletics'],1998/4/24
1921119,TJK,['Boxing'],1997/12/21
1921205,TUN,['Canoe Sprint'],2000/6/17
1921206,TUN,['Canoe Slalom'],2005/3/1
1921345,ITA,['Volleyball'],1998/5/23
1921347,ITA,['Volleyball'],1996/8/9
1921351,ITA,['Volleyball'],2001/12/5
1921353,ITA,['Volleyball'],1999/11/4
1921355,ITA,['Volleyball'],2004/5/27
1921356,ITA,['Volleyball'],1997/7/24
1921360,ITA,['Volleyball'],1997/7/26
1921362,ITA,['Volleyball'],2000/4/14
1921364,ITA,['Volleyball'],1997/2/23
1921365,ITA,['Volleyball'],2000/1/3
1921367,ITA,['Volleyball'],1995/10/20
1921489,CRO,['Rowing'],1988/7/14
1921490,CRO,['Rowing'],1988/8/2
1921529,JPN,['Athletics'],2002/2/11
1921537,JPN,['Athletics'],1995/3/17
1921538,JPN,['Athletics'],1991/10/17
1921545,JPN,['Athletics'],2002/2/6
1921553,JPN,['Athletics'],2002/3/30
1921559,JPN,['Athletics'],2000/7/2
1921571,JPN,['Athletics'],2003/4/17
1921583,JPN,['Athletics'],1991/5/23
1921585,JPN,['Athletics'],1997/10/17
1921593,JPN,['Athletics'],1995/10/15
1921596,JPN,['Athletics'],1998/3/14
1921599,JPN,['Athletics'],1999/3/6
1921605,JPN,['Athletics'],1996/6/1
1921607,JPN,['Athletics'],1994/11/16
1921619,JPN,['Athletics'],1996/8/17
1921634,JPN,['Athletics'],1999/9/14
1921642,JPN,['Athletics'],1997/5/29
1921673,MGL,['Wrestling'],1998/2/11
1921738,ITA,['Volleyball'],1998/7/18
1921740,ITA,['Volleyball'],1996/5/28
1921742,ITA,['Volleyball'],1998/12/18
1921743,ITA,['Volleyball'],2003/3/19
1921746,ITA,['Volleyball'],1995/1/8
1921747,ITA,['Volleyball'],1994/2/2
1921749,ITA,['Volleyball'],2002/8/25
1921751,ITA,['Volleyball'],1996/4/20
1921752,ITA,['Volleyball'],2001/9/12
1921753,ITA,['Volleyball'],2000/4/11
1921757,ITA,['Volleyball'],1987/1/8
1921761,ITA,['Volleyball'],1994/2/20
1921764,JPN,['Athletics'],1996/6/17
1921770,JPN,['Athletics'],1988/5/12
1921771,JPN,['Athletics'],1994/9/3
1921781,JPN,['Athletics'],1998/12/15
1921782,JPN,['Athletics'],1999/9/4
1921797,JPN,['Athletics'],2002/10/15
1921812,JPN,['Athletics'],1999/6/27
1921818,JPN,['Athletics'],1999/5/15
1921833,JPN,['Athletics'],2002/11/25
1921865,JPN,['Athletics'],2000/5/1
1921878,JPN,['Athletics'],2003/7/25
1921879,JPN,['Athletics'],2003/12/24
1921891,JPN,['Athletics'],1998/8/31
1921929,ITA,['Volleyball'],2004/5/9
1921943,ITA,['Beach Volleyball'],1990/8/16
1921944,ITA,['Beach Volleyball'],2002/11/19
1921948,ITA,['Beach Volleyball'],1988/8/6
1921949,ITA,['Beach Volleyball'],1998/11/1
1921950,ITA,['Beach Volleyball'],1987/6/18
1921951,ITA,['Beach Volleyball'],1988/3/16
1921959,EST,['Weightlifting'],1990/10/24
1922117,EST,['Swimming'],2006/12/27
1922139,NOR,['Handball'],1991/8/22
1922191,CRO,['Athletics'],1996/1/13
1922195,CRO,['Athletics'],1989/4/10
1922205,CRO,['Athletics'],1990/6/21
1922208,CRO,['Athletics'],1996/9/17
1922211,CRO,['Athletics'],1995/6/22
1922213,CRO,['Athletics'],1994/7/31
1922216,CRO,['Athletics'],1992/6/2
1922220,CRO,['Athletics'],1999/11/29
1922329,BUL,['Fencing'],2001/6/20
1922341,CRO,['Athletics'],1995/7/28
1922387,URU,['Sailing'],1999/12/18
1922393,URU,['Sailing'],1999/2/16
1922424,EST,['Swimming'],1999/7/3
1922425,URU,['Sailing'],2001/2/2
1922434,GUI,['Athletics'],1999/3/10
1922593,LTU,['Athletics'],2002/9/28
1922600,LTU,['Athletics'],2000/8/25
1922687,EST,['Fencing'],1990/7/24
1922693,ITA,['Sport Climbing'],2002/3/20
1922695,ITA,['Sport Climbing'],2004/10/10
1922697,ITA,['Sport Climbing'],2001/4/28
1922698,ITA,['Sport Climbing'],2001/7/8
1922706,LTU,['Athletics'],1996/6/30
1922709,LTU,['Athletics'],2000/1/17
1922722,LTU,['Athletics'],1991/2/14
1922728,LTU,['Athletics'],1994/11/23
1922750,LTU,['Athletics'],1994/7/26
1922759,COL,['Equestrian'],1964/4/5
1922819,LTU,['Athletics'],1993/7/14
1922895,LTU,['Athletics'],1995/10/2
1923000,LTU,['Athletics'],1992/7/13
1923040,ITA,"['Cycling Road', 'Cycling Track']",1998/2/27
1923041,ITA,['Cycling Road'],1992/5/25
1923042,ITA,['Cycling Track'],2000/12/26
1923044,ITA,['Cycling Road'],1997/7/25
1923045,ITA,['Cycling Road'],1991/12/10
1923048,ITA,['Cycling Track'],1999/6/24
1923053,ITA,['Cycling Track'],1999/7/22
1923054,ITA,['Cycling Track'],1999/11/5
1923138,LTU,['Athletics'],1997/6/20
1923516,ITA,['Cycling Track'],1997/3/16
1923517,ITA,['Cycling Track'],1994/2/5
1923518,ITA,['Cycling Track'],1994/9/12
1923519,ITA,"['Cycling Road', 'Cycling Track']",1989/2/7
1923520,ITA,"['Cycling Road', 'Cycling Track']",1996/7/25
1923521,ITA,['Cycling Track'],2002/3/17
1923529,ITA,['Cycling Track'],2000/10/1
1923629,GBR,['Golf'],1991/1/19
1923694,ITA,['Rhythmic Gymnastics'],2004/1/19
1923695,ITA,['Rhythmic Gymnastics'],2001/10/16
1923699,ITA,['Rhythmic Gymnastics'],1996/8/22
1923700,ITA,['Rhythmic Gymnastics'],1998/5/19
1923701,ITA,['Rhythmic Gymnastics'],2000/12/18
1923703,ITA,['Rhythmic Gymnastics'],2001/7/16
1923704,ITA,['Rhythmic Gymnastics'],2002/9/7
1923806,GBR,['Hockey'],1992/5/10
1924081,NEP,['Athletics'],1993/8/1
1924203,LTU,['Modern Pentathlon'],1992/11/4
1924212,LTU,['Modern Pentathlon'],1984/2/28
1924268,GBR,['Athletics'],2006/3/21
1924275,ITA,['Fencing'],1992/4/15
1924276,ITA,['Fencing'],1988/6/6
1924277,ITA,['Fencing'],2001/11/15
1924279,ITA,['Fencing'],1994/2/10
1924287,ITA,['Fencing'],2000/4/17
1924289,ITA,['Fencing'],2001/9/19
1924290,ITA,['Fencing'],1989/11/22
1924291,ITA,['Fencing'],1997/7/30
1924299,ITA,['Fencing'],2001/8/18
1924300,ITA,['Fencing'],1997/7/10
1924383,GBR,['Athletics'],2000/11/18
1924384,GBR,['Athletics'],1995/12/4
1924385,GBR,['Athletics'],1993/3/14
1924392,GBR,['Athletics'],1994/10/4
1924395,GBR,['Athletics'],1991/11/2
1924399,GBR,['Athletics'],2002/5/20
1924401,GBR,['Athletics'],1997/12/27
1924403,GBR,['Athletics'],2000/3/17
1924404,GBR,['Athletics'],2000/3/31
1924406,GBR,['Athletics'],2000/10/24
1924408,GBR,['Athletics'],1996/9/5
1924409,GBR,['Athletics'],1999/10/20
1924411,GBR,['Athletics'],1999/9/23
1924413,GBR,['Athletics'],1993/11/27
1924416,GBR,['Athletics'],1997/1/12
1924420,GBR,['Athletics'],1994/5/26
1924422,GBR,['Athletics'],1995/2/7
1924425,GBR,['Athletics'],1992/8/25
1924426,GBR,['Athletics'],1999/7/28
1924429,GBR,['Athletics'],2002/3/3
1924430,GBR,['Athletics'],1994/10/26
1924431,GBR,['Athletics'],1995/7/13
1924432,GBR,['Athletics'],2002/5/15
1924437,GBR,['Athletics'],2003/5/3
1924439,GBR,['Athletics'],2001/5/15
1924440,GBR,['Athletics'],1997/10/8
1924442,GBR,['Athletics'],1989/9/2
1924444,GBR,['Athletics'],1994/6/15
1924445,GBR,['Athletics'],1997/5/12
1924446,GBR,['Athletics'],1997/12/17
1924447,GBR,['Athletics'],1993/5/7
1924451,GBR,['Athletics'],1990/11/25
1924455,GBR,['Athletics'],1999/5/12
1924456,GBR,['Athletics'],1999/8/30
1924457,GBR,['Athletics'],1994/4/2
1924459,GBR,['Athletics'],1993/5/9
1924460,GBR,['Athletics'],1996/8/29
1924463,GBR,['Athletics'],1996/3/13
1924464,GBR,['Athletics'],1996/3/13
1924467,GBR,['Athletics'],1999/9/9
1924470,GBR,['Athletics'],1993/2/28
1924471,GBR,['Athletics'],1999/10/14
1924472,GBR,['Athletics'],1991/10/6
1924474,GBR,['Athletics'],1994/12/5
1924478,GBR,['Athletics'],1997/10/3
1924483,GBR,['Athletics'],1998/3/6
1924486,GBR,['Athletics'],2001/12/15
1924494,GBR,['Athletics'],1993/1/9
1924499,GBR,['Athletics'],1995/3/6
1924505,GBR,['Athletics'],1997/3/14
1924506,GBR,['Athletics'],1993/9/28
1924507,GBR,['Athletics'],1993/12/18
1924509,GBR,['Athletics'],1997/8/11
1924559,LTU,['Breaking'],2007/6/8
1924576,ITA,['Fencing'],1993/6/3
1924583,ITA,['Fencing'],1994/6/9
1924585,ITA,['Fencing'],1991/7/14
1924586,ITA,['Fencing'],1985/7/18
1924587,ITA,['Fencing'],1994/10/22
1924588,ITA,['Fencing'],1989/6/20
1924595,ITA,['Fencing'],1987/7/25
1924596,ITA,['Fencing'],1994/7/25
1924597,ITA,['Fencing'],2001/5/18
1924598,ITA,['Fencing'],2002/5/6
1924605,ITA,['Fencing'],1994/1/24
1924606,ITA,['Fencing'],1997/9/15
1924607,ITA,['Fencing'],1995/5/30
1924608,ITA,['Fencing'],1989/6/10
1924881,VEN,['Fencing'],1985/8/3
1924884,LTU,['Sailing'],1994/7/20
1924885,LTU,['Sailing'],1992/4/16
1924894,VEN,['Fencing'],1996/9/19
1924905,LTU,['Artistic Gymnastics'],1994/10/5
1924909,VEN,['Fencing'],1987/3/27
1924914,CHI,['Judo'],1993/9/16
1924918,VEN,['Fencing'],1996/2/29
1924937,LTU,['Wrestling'],2003/9/9
1924941,GRN,['Swimming'],2007/11/27
1924957,VEN,['Fencing'],1998/5/22
1925060,VEN,['Wrestling'],1990/12/28
1925079,VEN,['Wrestling'],1997/5/24
1925088,VEN,['Wrestling'],1991/1/28
1925091,VEN,['Wrestling'],1994/6/17
1925098,VEN,['Judo'],1993/8/20
1925106,CAN,['Judo'],1990/5/30
1925121,HKG,['Swimming'],1997/4/25
1925123,HKG,['Swimming'],1992/5/30
1925124,HKG,['Swimming'],1993/5/9
1925125,HKG,['Swimming'],1997/10/31
1925126,HKG,['Swimming'],2002/4/30
1925129,HKG,['Swimming'],1998/4/21
1925130,HKG,['Swimming'],2006/8/9
1925164,HKG,['Badminton'],1996/8/28
1925167,HKG,['Badminton'],1995/3/20
1925168,HKG,['Badminton'],2003/2/25
1925170,HKG,['Badminton'],1991/11/9
1925171,HKG,['Badminton'],1998/10/13
1925172,HKG,['Badminton'],2001/10/26
1925180,ERI,['Athletics'],1998/2/20
1925255,TKM,['Swimming'],2006/9/2
1925275,ITA,['Badminton'],2000/12/28
1925301,ITA,['Breaking'],1997/11/30
1925346,ITA,['Judo'],2002/1/17
1925347,ITA,['Judo'],1994/10/12
1925348,ITA,['Judo'],2003/5/20
1925349,ITA,['Judo'],1998/11/20
1925350,ITA,['Judo'],1998/12/4
1925351,ITA,['Judo'],1998/1/23
1925352,ITA,['Judo'],2002/6/6
1925355,ITA,['Wrestling'],1992/7/10
1925359,ITA,['Wrestling'],2003/6/3
1925508,ITA,['Judo'],1997/1/17
1925513,ITA,['Judo'],1993/9/30
1925515,ITA,['Judo'],1994/11/18
1925519,ITA,['Judo'],2000/8/21
1925542,ITA,['Judo'],2005/5/18
1925630,ITA,"['Marathon Swimming', 'Swimming']",1994/9/5
1925631,ITA,['Marathon Swimming'],1995/1/19
1925632,ITA,['Swimming'],1998/12/18
1925633,ITA,['Swimming'],1999/8/1
1925634,ITA,['Swimming'],1997/2/18
1925635,ITA,['Swimming'],2001/1/27
1925636,ITA,['Swimming'],1998/10/2
1925637,ITA,['Swimming'],1999/6/2
1925638,ITA,['Swimming'],2005/1/18
1925639,ITA,['Diving'],2003/6/9
1925640,ITA,['Diving'],2000/1/3
1925641,ITA,['Diving'],1994/9/19
1925642,ITA,['Diving'],2002/9/12
1925643,ITA,['Diving'],1996/11/16
1925644,ITA,['Diving'],1994/8/31
1925645,ITA,['Diving'],1999/4/20
1925647,ITA,['Water Polo'],1994/4/8
1925649,ITA,['Water Polo'],2003/12/23
1925652,ITA,['Water Polo'],1990/3/1
1925653,ITA,['Water Polo'],1993/8/15
1925654,ITA,['Water Polo'],1996/9/30
1925656,ITA,['Water Polo'],1990/4/27
1925657,ITA,['Water Polo'],1994/2/27
1925658,ITA,['Water Polo'],2002/7/21
1925659,ITA,['Water Polo'],2002/9/1
1925664,ITA,['Water Polo'],1998/2/12
1925665,ITA,['Water Polo'],1993/12/14
1925666,ITA,['Water Polo'],1993/4/8
1925667,ITA,['Water Polo'],1995/2/12
1925668,ITA,['Swimming'],1999/2/1
1925669,ITA,['Swimming'],1994/8/9
1925671,ITA,['Swimming'],1997/7/2
1925675,ITA,['Swimming'],2002/2/9
1925677,ITA,['Swimming'],2003/9/21
1925678,ITA,['Swimming'],2000/9/21
1925681,ITA,['Swimming'],1999/7/21
1925683,ITA,['Swimming'],1999/3/24
1925684,ITA,['Swimming'],2000/11/3
1925686,ITA,['Swimming'],1997/5/10
1925690,ITA,['Swimming'],2006/8/2
1925691,ITA,['Swimming'],1994/11/4
1925692,ITA,['Swimming'],2002/2/8
1925693,ITA,['Diving'],2003/3/14
1925700,ITA,['Marathon Swimming'],1996/7/24
1925701,ITA,['Artistic Swimming'],1993/10/7
1925702,ITA,['Artistic Swimming'],2000/2/13
1925703,ITA,['Artistic Swimming'],2000/1/2
1925706,ITA,['Artistic Swimming'],1999/1/19
1925707,ITA,['Artistic Swimming'],2004/9/13
1925711,ITA,['Artistic Swimming'],2000/11/24
1925713,ITA,['Artistic Swimming'],2001/8/2
1925715,ITA,['Artistic Swimming'],2005/6/18
1925719,ITA,['Artistic Swimming'],2000/6/7
1925721,ITA,['Swimming'],1995/6/29
1925725,ITA,['Swimming'],2002/1/26
1925727,ITA,['Swimming'],2002/5/17
1925728,ITA,['Swimming'],2006/8/19
1925733,CZE,['Artistic Gymnastics'],2007/10/9
1925749,CZE,['Judo'],1994/4/9
1925750,CZE,['Judo'],1990/11/15
1925751,CZE,['Judo'],2000/5/31
1925762,,['Modern Pentathlon'],1997/9/15
1925763,CZE,['Modern Pentathlon'],2005/9/30
1925766,CZE,['Modern Pentathlon'],2000/11/11
1925768,CZE,['Modern Pentathlon'],1997/5/2
1925785,ITA,['Swimming'],1995/8/17
1925790,ITA,['Swimming'],2002/5/11
1925791,ITA,['Swimming'],2003/3/8
1925793,ITA,['Swimming'],1995/8/12
1925795,ITA,['Swimming'],2000/9/9
1925797,ITA,['Swimming'],2003/6/27
1925798,ITA,['Swimming'],2003/8/14
1925803,ITA,['Swimming'],2005/9/20
1925804,ITA,"['Marathon Swimming', 'Swimming']",1997/5/3
1925805,ITA,['Water Polo'],1997/6/15
1925806,ITA,['Water Polo'],2000/9/25
1925807,ITA,['Water Polo'],1989/7/8
1925808,ITA,['Water Polo'],1999/6/4
1925809,ITA,['Water Polo'],2001/3/30
1925811,ITA,['Water Polo'],1995/6/10
1925813,ITA,['Water Polo'],2003/2/28
1925814,ITA,['Water Polo'],1995/11/23
1925815,ITA,['Water Polo'],1993/10/18
1925816,ITA,['Water Polo'],1998/6/5
1925820,ITA,['Water Polo'],1994/8/27
1925821,ITA,['Water Polo'],1994/9/1
1925822,ITA,['Water Polo'],2003/3/17
1925835,NGR,['Basketball'],1999/11/10
1925840,NGR,['Basketball'],2000/6/7
1925856,NGR,['Basketball'],1997/7/12
1925859,HON,['Wrestling'],1995/5/5
1925869,NGR,['Basketball'],2000/5/5
1925873,HON,['Swimming'],1997/1/21
1925883,HON,['Swimming'],1998/10/8
1925905,NGR,['Basketball'],1996/8/26
1925942,VEN,['Taekwondo'],1999/9/5
1925944,NGR,['Basketball'],1999/7/6
1925951,NGR,['Basketball'],2000/6/16
1925995,ZAM,['Football'],1997/7/30
1925999,ZAM,['Football'],2000/3/20
1926015,ZAM,['Football'],1997/6/11
1926018,ZAM,['Football'],1994/10/11
1926035,ZAM,['Football'],1998/6/19
1926040,ZAM,['Football'],1992/9/21
1926043,ZAM,['Football'],2001/3/28
1926046,ZAM,['Football'],1998/3/8
1926050,ZAM,['Football'],1998/6/26
1926052,ZAM,['Football'],2004/10/3
1926054,ZAM,['Football'],2000/6/3
1926078,ZAM,['Swimming'],2003/5/5
1926082,ZAM,['Swimming'],2003/8/19
1926101,BRN,['Athletics'],1993/1/16
1926102,BRN,['Athletics'],1999/12/31
1926104,BRN,['Athletics'],1993/5/23
1926111,BRN,['Athletics'],1989/7/12
1926127,BRN,['Athletics'],1996/2/27
1926196,NGR,['Athletics'],1997/4/23
1926201,NGR,['Athletics'],1993/1/28
1926205,NGR,['Athletics'],1994/6/28
1926236,NGR,['Athletics'],1997/10/8
1926293,INA,['Badminton'],1996/5/11
1926294,THA,['Badminton'],2001/5/11
1926295,INA,['Badminton'],1998/4/29
1926300,THA,['Badminton'],1996/9/4
1926303,THA,['Badminton'],1996/7/19
1926304,SGP,['Golf'],2004/4/9
1926307,THA,['Badminton'],1997/5/20
1926309,INA,['Badminton'],1996/3/7
1926315,INA,['Badminton'],1999/8/11
1926317,SGP,['Rowing'],1988/4/20
1926319,INA,['Badminton'],1997/9/15
1926323,THA,['Badminton'],1997/10/26
1926326,INA,['Badminton'],1996/2/13
1926331,INA,['Badminton'],1999/7/1
1926334,INA,['Badminton'],1999/11/12
1926336,THA,['Badminton'],1993/3/1
1926339,THA,['Badminton'],1993/6/29
1926340,USA,['Basketball'],1996/11/21
1926341,INA,['Badminton'],2000/11/16
1926342,THA,['Badminton'],1992/4/18
1926343,USA,['Basketball'],2000/8/9
1926346,THA,['Badminton'],1995/2/5
1926355,USA,['Basketball'],1993/3/27
1926387,NGR,['Athletics'],1996/1/20
1926391,NGR,['Athletics'],1999/3/12
1926392,NGR,['Athletics'],1993/5/25
1926393,NGR,['Athletics'],1993/2/27
1926394,NGR,['Athletics'],1999/6/11
1926458,USA,['Basketball'],1993/4/2
1926464,USA,['Basketball'],2000/8/22
1926484,USA,['Basketball'],1993/11/26
1926485,USA,['Basketball'],1997/3/23
1926486,NZL,['Hockey'],2001/10/4
1926487,NZL,['Hockey'],1991/4/3
1926488,NZL,['Hockey'],1988/4/16
1926490,NZL,['Hockey'],1996/8/7
1926491,NZL,['Hockey'],2001/12/5
1926493,NZL,['Hockey'],2003/7/20
1926495,NZL,['Hockey'],1995/2/4
1926497,NZL,['Hockey'],1990/4/23
1926499,NZL,['Hockey'],1990/5/11
1926501,NZL,['Hockey'],2000/3/7
1926508,NZL,['Hockey'],1991/1/18
1926512,NZL,['Hockey'],1999/10/15
1926513,NZL,['Hockey'],1997/4/30
1926514,NZL,['Hockey'],1995/8/26
1926515,NZL,['Hockey'],1992/4/22
1926516,NZL,['Hockey'],1994/8/5
1926519,NZL,['Hockey'],2001/9/6
1926521,NZL,['Hockey'],1998/2/6
1926523,NZL,['Hockey'],1990/8/29
1926536,USA,['Basketball'],1996/1/6
1926539,USA,['Basketball'],1998/1/10
1926540,USA,['Basketball'],1998/4/12
1926541,USA,['Basketball'],1991/6/23
1926542,USA,['Basketball'],1997/12/22
1926545,NZL,['Triathlon'],1996/2/10
1926547,NZL,['Triathlon'],2001/2/15
1926549,NZL,['Triathlon'],1997/9/1
1926551,NZL,['Triathlon'],1998/2/13
1926569,USA,['Basketball'],1995/6/11
1926575,VAN,['Athletics'],2005/6/3
1926578,NZL,['Rugby Sevens'],1995/9/14
1926592,NZL,['Rugby Sevens'],1995/11/3
1926593,NZL,['Rugby Sevens'],1998/12/13
1926595,NZL,['Rugby Sevens'],1999/2/24
1926596,NZL,['Rugby Sevens'],2000/5/28
1926624,NZL,['Rugby Sevens'],1999/4/24
1926627,NZL,['Rugby Sevens'],2002/8/31
1926629,NZL,['Rugby Sevens'],2002/9/3
1926632,NZL,['Rugby Sevens'],1992/12/9
1926633,NZL,['Rugby Sevens'],1997/8/11
1926634,NZL,['Rugby Sevens'],2000/7/2
1926635,NZL,['Rugby Sevens'],1995/12/29
1926642,NZL,['Rugby Sevens'],1994/8/7
1926644,NZL,['Rugby Sevens'],1994/7/1
1926646,NZL,['Rugby Sevens'],1991/7/12
1926647,NZL,['Rugby Sevens'],1995/2/25
1926654,NZL,['Rugby Sevens'],1988/5/17
1926656,NZL,['Rugby Sevens'],1994/5/26
1926657,NZL,['Rugby Sevens'],1995/6/27
1926667,NZL,['Rugby Sevens'],2004/2/8
1926670,NZL,['Rugby Sevens'],1996/5/20
1926671,NZL,['Rugby Sevens'],1991/4/27
1926675,NZL,['Rugby Sevens'],1993/8/27
1926676,NZL,['Rugby Sevens'],2001/4/19
1926680,NZL,['Rugby Sevens'],2001/2/8
1926685,NZL,['Athletics'],1997/5/8
1926686,NZL,['Athletics'],1994/5/17
1926688,NZL,['Athletics'],2000/8/24
1926690,NZL,['Athletics'],1996/12/11
1926691,NZL,['Athletics'],1994/12/20
1926692,NZL,['Athletics'],1997/3/23
1926693,NZL,['Athletics'],2000/1/9
1926695,NZL,['Athletics'],1999/6/13
1926696,NZL,['Athletics'],2000/12/12
1926697,NZL,['Athletics'],2005/8/7
1926701,NZL,['Athletics'],1996/10/24
1926703,NZL,['Athletics'],1990/7/11
1926705,NZL,['Athletics'],2001/6/21
1926706,NZL,['Athletics'],2002/3/23
1926709,NZL,['Athletics'],1997/9/11
1926710,NZL,['Athletics'],1992/3/1
1926713,NZL,['Athletics'],1996/8/17
1926733,BRU,['Athletics'],1996/10/22
1926736,CHN,['Athletics'],1996/8/27
1926743,NZL,['Tennis'],1995/4/11
1926789,CHN,['Cycling Mountain Bike'],1992/5/8
1926794,CHN,['Cycling Mountain Bike'],2001/3/5
1926804,PNG,['Athletics'],1998/11/28
1926816,NZL,['Weightlifting'],1996/7/11
1926826,CHN,['Boxing'],1990/6/6
1926827,CHN,['Boxing'],1992/5/20
1926828,CHN,['Boxing'],1991/1/13
1926830,CHN,['Boxing'],1996/6/9
1926832,CHN,['Boxing'],1997/6/24
1926833,CHN,['Boxing'],1995/1/13
1926835,CHN,['Boxing'],1999/4/28
1926839,CHN,['Boxing'],1996/11/18
1926893,CHN,['Hockey'],1997/1/28
1926894,CHN,['Hockey'],1999/6/14
1926895,CHN,['Hockey'],2002/12/7
1926896,CHN,['Hockey'],1994/1/25
1926898,CHN,['Hockey'],1997/8/19
1926901,CHN,['Hockey'],1999/5/31
1926908,CHN,['Hockey'],2000/9/29
1926909,CHN,['Hockey'],1995/9/24
1926910,CHN,['Hockey'],2003/1/27
1926912,CHN,['Hockey'],1995/12/6
1926914,CHN,['Hockey'],1998/9/1
1926915,CHN,['Hockey'],1994/10/21
1926916,CHN,['Hockey'],2001/4/30
1926920,CHN,['Hockey'],1998/8/29
1926922,CHN,['Hockey'],1999/9/23
1926923,CHN,['Hockey'],2000/9/1
1926926,CHN,['Hockey'],1997/2/15
1926991,NZL,['Rowing'],1999/3/15
1926994,NZL,['Rowing'],1998/6/4
1926996,NZL,['Rowing'],1998/12/2
1926998,NZL,['Rowing'],1996/6/7
1926999,NZL,['Rowing'],1993/12/18
1927001,NZL,['Rowing'],1998/5/19
1927002,NZL,['Rowing'],1994/7/16
1927003,NZL,['Rowing'],1996/8/16
1927004,NZL,['Rowing'],1996/11/13
1927007,NZL,['Rowing'],1993/8/11
1927014,NZL,['Rowing'],1989/10/11
1927015,NZL,['Rowing'],1997/1/30
