code,nationality_code,disciplines,birth_date
1543485,COL,['Cycling BMX Racing'],2000/12/14
1543487,COL,['Cycling BMX Racing'],1996/8/16
1543489,COL,['Cycling BMX Racing'],1994/3/12
1543490,COL,['Cycling BMX Racing'],2001/12/23
1543494,COL,['Cycling BMX Freestyle'],2003/6/3
1543495,COL,['Cycling Track'],1995/8/12
1543498,COL,['Cycling Track'],1998/10/28
1543501,COL,['Cycling Track'],2000/9/29
1543503,COL,['Weightlifting'],1995/5/24
1543506,COL,['Weightlifting'],1999/9/1
1543507,COL,['Weightlifting'],1995/3/27
1543509,COL,['Weightlifting'],1991/10/8
1543513,COL,['Swimming'],2004/4/12
1543540,ROU,['Swimming'],2006/4/24
1543542,MEX,['Boxing'],2001/11/12
1543549,ROU,['Swimming'],2004/9/15
1543554,ROU,['Swimming'],2005/8/13
1543608,ISR,['Shooting'],1989/4/23
1543615,ALG,['Wrestling'],2001/2/27
1543643,BAN,['Archery'],2006/6/5
1543694,ISR,['Badminton'],1989/1/25
1543695,UZB,['Canoe Sprint'],1997/2/17
1543868,ARG,['Judo'],1996/1/8
1543884,MAW,['Swimming'],2000/7/1
1543943,SWZ,['Athletics'],1988/5/2
1543950,SWZ,['Swimming'],2008/3/1
1543963,FRA,['Triathlon'],1997/5/23
1543964,FRA,['Triathlon'],2001/9/12
1543965,FRA,['Triathlon'],1994/7/31
1543966,FRA,['Triathlon'],1994/1/28
1543967,FRA,['Triathlon'],1996/6/28
1543969,FRA,['Triathlon'],1990/2/3
1544063,GAB,['Judo'],1995/7/8
1544081,MEX,['Boxing'],2000/1/19
1544098,USA,['Swimming'],2002/6/13
1544123,GBR,['Skateboarding'],2008/7/7
1544127,GBR,['Skateboarding'],1973/7/31
1544131,GBR,['Skateboarding'],2008/2/23
1544148,GAM,['Swimming'],2004/1/2
1544151,GBR,['Artistic Swimming'],2001/11/19
1544165,GBR,['Marathon Swimming'],2001/10/16
1544168,GBR,['Marathon Swimming'],2001/3/29
1544169,GBR,['Marathon Swimming'],1996/8/22
1544179,GBR,['Weightlifting'],1994/5/6
1544192,COL,['Diving'],2001/9/3
1544200,GBR,['Table Tennis'],2006/6/22
1544203,GBR,['Table Tennis'],1993/7/12
1544208,COL,['Diving'],2001/9/21
1544211,COL,['Triathlon'],1997/6/9
1544214,GBR,['Sport Climbing'],2002/3/6
1544215,GBR,['Sport Climbing'],2004/4/6
1544218,GBR,['Sport Climbing'],2005/3/15
1544220,GBR,['Sport Climbing'],1997/11/7
1544228,USA,['Swimming'],2004/4/28
1544301,MEX,['Table Tennis'],1986/9/6
1544310,MEX,['Table Tennis'],2004/5/7
1544321,YEM,['Judo'],2004/5/3
1544327,IND,['Athletics'],1995/6/17
1544334,IND,['Athletics'],1995/7/16
1544335,IND,['Athletics'],1998/6/1
1544336,IND,['Athletics'],1994/9/17
1544338,IND,['Athletics'],1999/3/28
1544339,IND,['Athletics'],1998/1/1
1544346,IND,['Athletics'],1994/9/13
1544350,IND,['Athletics'],1996/1/17
1544354,IND,['Athletics'],1996/7/6
1544355,IND,['Athletics'],2002/3/3
1544358,IND,['Athletics'],1999/11/22
1544360,IND,['Athletics'],2001/4/2
1544385,IND,['Athletics'],1994/11/13
1544388,IND,['Athletics'],1995/9/6
1544392,TKM,['Swimming'],2003/5/15
1544413,ARM,['Weightlifting'],2003/6/11
1544417,ARM,['Weightlifting'],1995/12/15
1544421,IND,['Athletics'],1999/8/31
1544423,IND,['Athletics'],2000/7/16
1544424,ARM,['Weightlifting'],1999/5/1
1544425,IND,['Athletics'],2002/2/5
1544434,IRL,['Canoe Slalom'],1996/1/9
1544436,IRL,['Rugby Sevens'],1998/5/28
1544444,IRL,['Athletics'],2001/4/26
1544445,IRL,['Athletics'],1992/7/24
1544447,IRL,['Athletics'],2000/12/12
1544448,IRL,['Athletics'],1998/5/17
1544449,IRL,['Rugby Sevens'],2004/10/17
1544454,IRL,['Rowing'],1998/6/19
1544460,IRL,['Rowing'],1997/8/11
1544461,IRL,['Rowing'],1997/1/31
1544462,IRL,['Rowing'],1999/1/5
1544471,IND,['Athletics'],1995/4/15
1544479,IND,['Athletics'],2000/8/5
1544485,IND,['Athletics'],1992/8/29
1544511,IND,['Athletics'],1996/12/20
1544601,SWE,['Wrestling'],2001/6/21
1544602,SWE,['Wrestling'],1998/7/8
1544703,GAB,['Taekwondo'],1996/5/3
1544803,IRI,['Wrestling'],1994/12/26
1544830,IRI,['Wrestling'],2002/7/17
1544831,IRI,['Wrestling'],1997/3/30
1544880,IRI,['Wrestling'],2002/10/30
1544881,IRI,['Wrestling'],1998/11/22
1544882,IRI,['Wrestling'],1998/1/8
1544894,IRI,['Wrestling'],1998/12/9
1544897,IRI,['Wrestling'],1998/1/6
1544908,ALG,['Wrestling'],2001/4/15
1544917,ALG,['Wrestling'],1999/11/20
1544928,IRI,['Wrestling'],2003/7/15
1544936,ALG,['Wrestling'],1997/6/18
1545015,UKR,['Judo'],1998/3/7
1545017,UKR,['Judo'],1996/11/27
1545022,UKR,['Judo'],2000/10/10
1545023,UKR,['Judo'],2004/2/11
1545058,VIE,['Swimming'],2000/7/10
1545070,UZB,['Canoe Sprint'],1988/5/2
1545086,UZB,['Canoe Sprint'],1997/6/15
1545115,FRA,['Modern Pentathlon'],1994/1/30
1545116,FRA,['Modern Pentathlon'],1989/1/14
1545119,FRA,['Modern Pentathlon'],1992/9/26
1545123,FRA,['Modern Pentathlon'],1999/9/30
1545200,UZB,['Cycling Road'],1980/5/10
1545203,ALG,['Sailing'],2000/8/18
1545257,MOZ,['Boxing'],1994/2/27
1545302,USA,['Athletics'],1992/11/20
1545341,GAM,['Judo'],1993/11/23
1545461,UZB,['Cycling Road'],2001/12/5
1545464,IND,['Shooting'],2001/9/30
1545471,IND,['Shooting'],2004/4/20
1545478,UZB,['Cycling Road'],2005/2/14
1545496,TPE,['Canoe Slalom'],1997/11/25
1545498,TPE,['Canoe Slalom'],1993/3/1
1545501,TPE,['Canoe Sprint'],1996/12/29
1545512,MAS,['Weightlifting'],2002/6/16
1545688,ALG,['Artistic Gymnastics'],2006/12/30
1545803,UZB,['Modern Pentathlon'],1990/2/23
1545856,PAR,['Swimming'],2004/3/19
1545877,LUX,['Triathlon'],1996/3/30
1545879,LUX,['Cycling Road'],1987/2/25
1545881,LUX,['Athletics'],1999/11/12
1545882,PAR,['Swimming'],2000/11/10
1545903,ITA,['Cycling Mountain Bike'],1991/5/29
1545907,ITA,['Cycling Mountain Bike'],2000/4/15
1545909,ITA,['Cycling Mountain Bike'],1998/3/25
1545910,ITA,['Cycling Mountain Bike'],1996/12/8
1545913,ITA,['Cycling BMX Racing'],1999/8/22
1545944,GAM,['Swimming'],2005/11/27
1545964,GAM,['Taekwondo'],2000/9/29
1545966,MLI,['Athletics'],1996/10/9
1546047,IRL,['Boxing'],2001/10/20
1546048,IRL,['Boxing'],2001/9/16
1546049,IRL,['Boxing'],1998/8/19
1546051,IRL,['Boxing'],2002/11/16
1546052,IRL,['Athletics'],1996/12/24
1546055,IRL,['Swimming'],1999/9/27
1546057,IRL,['Boxing'],1997/3/28
1546073,JAM,['Athletics'],1994/7/16
1546108,IND,['Archery'],2001/9/4
1546110,IND,['Archery'],1984/2/22
1546112,IND,['Archery'],1996/7/6
1546122,UZB,['Swimming'],2001/4/28
1546132,IND,['Archery'],1994/6/13
1546133,IND,['Archery'],2005/8/26
1546200,IND,['Archery'],1998/6/17
1546314,UZB,['Diving'],1996/9/17
1546614,PAR,['Golf'],1983/5/21
1546621,PAR,['Judo'],1994/12/14
1546651,GEO,['Judo'],1999/12/1
1546662,PAR,['Rowing'],1999/9/18
1546670,PAR,['Beach Volleyball'],1998/5/7
1546675,PAR,['Beach Volleyball'],2000/9/30
1546687,ESP,['Taekwondo'],1997/6/21
1546688,ESP,['Taekwondo'],2003/11/24
1546696,ESP,['Taekwondo'],1996/10/11
1546697,ESP,['Taekwondo'],1999/6/11
1546749,KOS,['Boxing'],1999/7/8
1546985,CIV,['Taekwondo'],1999/2/23
1547004,JAM,['Diving'],1995/5/12
1547098,IND,['Swimming'],2001/1/16
1547119,FIJ,['Sailing'],2003/8/5
1547131,IND,['Swimming'],2010/5/17
1547690,CGO,['Table Tennis'],1990/1/3
1547764,PAR,['Athletics'],1998/11/13
1547788,PAR,['Athletics'],2001/8/6
1547814,MOZ,['Athletics'],2006/4/24
1547863,ITA,['Rowing'],1997/11/19
1547865,ITA,['Rowing'],1995/4/13
1547866,ITA,['Rowing'],1998/10/1
1547870,ITA,['Rowing'],1994/9/12
1547871,ITA,['Rowing'],1998/7/14
1547873,ITA,['Rowing'],1997/1/22
1547875,ITA,['Rowing'],1993/2/26
1547876,ITA,['Rowing'],1993/3/13
1547877,ITA,['Rowing'],1999/4/29
1547891,ITA,['Rowing'],2000/10/31
1547892,ITA,['Rowing'],1998/9/1
1547893,ITA,['Rowing'],1996/11/22
1547894,ITA,['Rowing'],1998/9/30
1547895,ITA,['Rowing'],1997/4/18
1547896,ITA,['Rowing'],1997/9/25
1547897,ITA,['Rowing'],1998/12/29
1547898,ITA,['Rowing'],1995/7/27
1547899,ITA,['Rowing'],1995/1/11
1547901,ITA,['Rowing'],1999/6/28
1547902,ITA,['Rowing'],2000/5/22
1547905,ITA,['Rowing'],2001/11/8
1547906,ITA,['Rowing'],1994/10/25
1547910,ITA,['Rowing'],2002/1/21
1547911,ITA,['Rowing'],1999/3/2
1547912,ITA,['Rowing'],1998/1/15
1547913,ITA,['Rowing'],2000/12/18
1547914,ITA,['Rowing'],2003/9/1
1548262,NAM,['Athletics'],1980/8/13
1548337,JAM,['Athletics'],1988/11/25
1548352,JAM,['Athletics'],2000/2/23
1548381,CIV,['Taekwondo'],1994/2/7
1548401,CIV,['Taekwondo'],1993/9/19
1548402,CRC,['Swimming'],2002/8/18
1548409,CRC,['Swimming'],2005/4/5
1548482,MEX,['Equestrian'],1993/4/7
1548514,UGA,['Athletics'],2000/11/14
1548516,UGA,['Athletics'],1997/12/17
1548527,UGA,['Athletics'],2001/6/5
1548538,ERI,['Cycling Road'],2000/4/2
1548543,TKM,['Athletics'],1984/9/29
1548804,GEO,['Judo'],1999/9/23
1548817,GEO,['Judo'],2000/7/26
1548824,GEO,['Judo'],2000/3/17
1548829,GEO,['Judo'],1992/1/31
1548845,ALB,['Athletics'],1988/11/5
1548852,MAR,['Rowing'],2001/1/23
1548857,ALB,['Wrestling'],1993/7/14
1548868,ITA,['Canoe Sprint'],1995/1/25
1548871,ITA,['Canoe Sprint'],2002/8/10
1548928,TKM,['Judo'],2005/2/14
1548933,BUL,['Rhythmic Gymnastics'],2005/8/22
1548934,GEO,['Judo'],1995/2/5
1548935,TKM,['Judo'],2004/2/12
1548941,GEO,['Judo'],1993/10/3
1548948,BUL,['Rhythmic Gymnastics'],2000/8/23
1548949,MAR,['Cycling Road'],1999/11/19
1548954,GEO,['Judo'],2003/10/18
1548958,MAR,['Cycling BMX Racing'],1995/12/21
1548976,BUL,['Rhythmic Gymnastics'],2005/9/15
1548985,BUL,['Rhythmic Gymnastics'],2006/5/1
1548999,BUL,['Rhythmic Gymnastics'],2003/3/14
1549016,BUL,['Rhythmic Gymnastics'],2005/12/3
1549023,BUL,['Rhythmic Gymnastics'],2005/5/30
1549030,GEO,['Shooting'],1969/2/1
1549041,MAR,['Triathlon'],1994/2/18
1549335,BLR,['Cycling Road'],1998/9/7
1549386,LBA,['Shooting'],2002/8/18
1549446,MAR,['Beach Volleyball'],1980/1/16
1549548,MAR,['Beach Volleyball'],1994/7/1
1549970,USA,['Swimming'],1996/1/16
1549971,USA,['Swimming'],1999/9/24
1550000,USA,['Golf'],1988/4/15
1550005,USA,['Table Tennis'],1997/3/6
1550006,USA,['Table Tennis'],1993/7/18
1550011,USA,['Table Tennis'],2000/10/31
1550025,USA,['Basketball'],1999/1/7
1550027,USA,['Basketball'],1999/10/29
1550028,USA,['Basketball'],1986/4/30
1550031,USA,['Basketball'],1997/10/15
1550032,USA,['Basketball'],1997/6/6
1550035,USA,['Basketball'],1997/2/9
1550037,CUB,['Archery'],1992/2/22
1550042,USA,['Basketball'],1993/10/29
1550045,USA,['Basketball'],2003/10/28
1550051,USA,['Basketball'],1997/10/23
1550067,ROU,['Sailing'],1999/10/22
1550072,ROU,['Tennis'],1992/11/25
1550074,ROU,['Tennis'],1998/6/5
1550075,ROU,['Tennis'],1987/9/25
1550088,USA,['Judo'],1997/12/19
1550089,USA,['Judo'],1989/4/1
1550108,LBA,['Athletics'],2000/6/25
1550116,UKR,['Wrestling'],1991/1/24
1550119,UKR,['Wrestling'],1998/8/18
1550148,ROU,['Weightlifting'],2002/11/18
1550150,MRI,['Badminton'],1996/1/7
1550154,ROU,['Weightlifting'],1995/5/10
1550162,KOS,['Judo'],1995/12/10
1550164,KOS,['Judo'],1992/8/17
1550167,KOS,['Judo'],2000/9/28
1550168,KOS,['Judo'],1997/4/5
1550169,KOS,['Judo'],1996/1/4
1550170,ROU,['Artistic Gymnastics'],2006/7/26
1550174,ROU,['Artistic Gymnastics'],2007/8/6
1550176,ROU,['Artistic Gymnastics'],2007/1/28
1550184,GEO,['Boxing'],1996/8/27
1550186,ROU,['Artistic Gymnastics'],2007/6/4
1550192,ROU,['Artistic Gymnastics'],2006/5/23
1550218,BUR,['Taekwondo'],1996/9/22
1550219,FSM,['Athletics'],1995/7/17
1550221,FSM,['Swimming'],1994/1/4
1550227,MAS,['Cycling Track'],1988/1/5
1550228,MAS,['Cycling Track'],1995/11/26
1550233,IND,['Boxing'],1995/10/16
1550250,IND,['Athletics'],1997/12/24
1550264,ROU,['Artistic Gymnastics'],1993/1/30
1550271,IND,['Boxing'],2000/12/23
1550285,ROU,['Rowing'],1999/4/11
1550289,ROU,['Rowing'],1998/1/1
1550294,ROU,['Rowing'],1997/6/18
1550295,MDA,['Canoe Sprint'],1997/6/24
1550300,MDA,['Canoe Sprint'],2000/5/28
1550303,ROU,['Rowing'],1998/9/25
1550307,MDA,['Canoe Sprint'],2000/5/4
1550309,IND,['Boxing'],1996/6/14
1550313,IND,['Boxing'],2003/10/23
1550324,ROU,['Rowing'],2002/9/15
1550326,IND,['Boxing'],2001/8/30
1550327,MAS,['Swimming'],2002/9/2
1550329,ROU,['Rowing'],2002/6/11
1550384,ROU,['Rowing'],1995/1/3
1550432,IND,['Boxing'],1997/1/2
1550437,ROU,['Rowing'],1999/6/28
1550531,ROU,['Rowing'],1999/6/24
1550542,ROU,['Rowing'],2003/1/21
1550544,GER,['Modern Pentathlon'],1995/11/1
1550546,GER,['Modern Pentathlon'],1994/6/18
1550551,GER,['Modern Pentathlon'],1990/4/3
1550553,GER,['Modern Pentathlon'],1998/4/4
1550560,ROU,['Rowing'],1999/4/5
1550630,ROU,['Rowing'],1999/9/30
1550644,ROU,['Rowing'],2001/3/7
1550661,ROU,['Rowing'],1995/5/21
1550789,ROU,['Rowing'],1994/3/7
1550806,ROU,['Rowing'],1996/7/12
1550815,GEO,['Boxing'],1995/11/16
1550831,GRN,['Swimming'],2004/9/29
1550881,USA,['Fencing'],2006/10/25
1550974,ITA,['Canoe Sprint'],1994/6/14
1550975,ITA,['Canoe Slalom'],1992/7/21
1550977,ITA,['Canoe Slalom'],1991/1/9
1550978,ITA,['Canoe Slalom'],1997/12/16
1550980,ITA,['Canoe Slalom'],2001/7/3
1551050,ITA,['Artistic Gymnastics'],2001/5/6
1551051,ITA,['Artistic Gymnastics'],1996/2/7
1551052,ITA,['Artistic Gymnastics'],2002/9/12
1551057,ITA,['Artistic Gymnastics'],1999/11/27
1551058,ITA,['Artistic Gymnastics'],1996/5/5
1551061,ITA,['Artistic Gymnastics'],2003/2/7
1551121,MEX,['Wrestling'],1999/1/28
1551123,MEX,['Wrestling'],1998/3/19
1551159,MAS,['Athletics'],2004/4/29
1551169,GEO,['Fencing'],1993/7/29
1551175,ROU,['Rowing'],2001/3/6
1551177,ROU,['Rowing'],1998/6/9
1551178,ROU,['Rowing'],1996/11/18
1551180,ROU,['Rowing'],1999/1/14
1551184,ROU,['Rowing'],1998/9/26
1551186,ROU,['Rowing'],1999/11/10
1551188,ROU,['Rowing'],1992/9/7
1551190,ROU,['Rowing'],2000/3/31
1551238,ROU,['Rowing'],1995/8/5
1551246,KOS,['Swimming'],2008/9/28
1551249,MAR,['Boxing'],1997/6/22
1551270,GEO,['Trampoline Gymnastics'],1990/4/20
1551283,MAR,['Boxing'],1999/8/31
1551307,UZB,['Weightlifting'],1999/10/8
1551316,BUL,['Badminton'],1995/9/23
1551318,MAR,['Boxing'],1991/2/1
1551324,BUL,['Badminton'],1994/7/15
1551330,BUL,['Badminton'],2006/3/6
1551347,UZB,['Weightlifting'],2001/10/29
1551355,UZB,['Weightlifting'],2002/3/4
1551387,ITA,['Shooting'],1998/4/19
1551388,ITA,['Shooting'],2001/3/28
1551390,ITA,['Shooting'],1984/5/2
1551391,ITA,['Shooting'],1999/8/8
1551400,ITA,['Shooting'],2002/12/5
1551401,ITA,['Shooting'],2002/7/3
1551443,GEO,['Weightlifting'],1993/10/2
1551445,GEO,['Weightlifting'],1994/10/18
1551552,NED,['Surfing'],1993/9/14
1551755,KOS,['Athletics'],1995/9/11
1551787,USA,['Wrestling'],1995/4/3
1551794,USA,['Wrestling'],2001/2/19
1551804,CUB,['Boxing'],2001/2/27
1551805,MEX,['Cycling Track'],2002/8/5
1551878,MEX,['Cycling Track'],1992/11/25
1551880,MEX,['Cycling Track'],1997/6/29
1551883,MEX,['Cycling Track'],1995/9/21
1551884,CUB,['Boxing'],2002/3/28
1551906,MEX,['Cycling Track'],2001/6/30
1551907,MEX,['Cycling Mountain Bike'],2001/1/7
1551908,BAR,['Athletics'],1997/12/1
1551912,MEX,['Cycling Mountain Bike'],1999/2/26
1551918,BAR,['Athletics'],1998/1/25
1552005,MAS,['Sailing'],1993/5/27
1552017,MRI,['Badminton'],1993/3/29
1552020,MRI,['Athletics'],1995/3/30
1552024,MRI,['Athletics'],2000/8/21
1552030,TPE,['Taekwondo'],2001/10/8
1552033,ROU,['Rowing'],1999/4/12
1552037,ROU,['Rowing'],1999/3/26
1552039,ROU,['Rowing'],2000/8/6
1552040,ROU,['Rowing'],2002/11/28
1552045,ROU,['Rowing'],1997/10/13
1552049,ROU,['Rowing'],2004/7/16
1552057,SEY,['Swimming'],1999/2/17
1552058,ROU,['Rowing'],1993/1/17
1552065,ROU,['Rowing'],1998/1/24
1552074,ROU,['Rowing'],1998/2/4
1552080,ROU,['Rowing'],1997/3/31
1552086,GER,['Sport Climbing'],1993/8/12
1552087,GER,['Sport Climbing'],1999/8/14
1552089,GER,['Sport Climbing'],2000/3/22
1552154,ITA,['Athletics'],2001/8/31
1552155,ITA,['Athletics'],1998/10/16
1552156,ITA,['Athletics'],1999/4/6
1552157,ITA,['Athletics'],1998/7/6
1552158,ITA,['Athletics'],1993/9/15
1552159,ITA,['Athletics'],2000/9/7
1552160,ITA,['Athletics'],1998/6/11
1552161,ITA,['Athletics'],2000/1/9
1552162,ITA,['Athletics'],1994/2/19
1552163,ITA,['Athletics'],1999/9/12
1552166,ITA,['Athletics'],1992/3/3
1552167,ITA,['Athletics'],1994/9/26
1552168,ITA,['Athletics'],2001/3/23
1552169,ITA,['Athletics'],1997/6/20
1552170,ITA,['Athletics'],1997/1/19
1552171,ITA,['Athletics'],2001/4/15
1552172,ITA,['Athletics'],2002/7/29
1552173,ITA,['Athletics'],2000/5/23
1552174,ITA,['Athletics'],1998/7/15
1552175,ITA,['Athletics'],1999/2/7
1552177,ITA,['Athletics'],1993/3/16
1552294,ITA,['Athletics'],2000/5/9
1552295,ITA,['Athletics'],1993/6/23
1552296,ITA,['Athletics'],2003/5/12
1552298,ITA,['Athletics'],1998/6/15
1552299,ITA,['Athletics'],1993/2/17
1552300,ITA,['Athletics'],1996/2/22
1552303,ITA,['Athletics'],1999/10/8
1552304,ITA,['Athletics'],1999/1/5
1552305,ITA,['Athletics'],2000/4/12
1552306,ITA,['Athletics'],1997/1/18
1552307,ITA,['Athletics'],2000/12/20
1552309,ITA,['Athletics'],2000/12/1
1552311,ITA,['Athletics'],1996/10/15
1552312,ITA,['Athletics'],1994/12/12
1552313,ITA,['Athletics'],1988/10/11
1552318,BAN,['Athletics'],1993/7/5
1552320,MOZ,['Swimming'],2003/12/27
1552338,MOZ,['Swimming'],1996/5/20
1552341,ITA,['Athletics'],1992/11/26
1552342,ITA,['Athletics'],1997/1/8
1552343,ITA,['Athletics'],1985/10/7
1552347,ITA,['Athletics'],1999/9/9
1552348,ITA,['Athletics'],1996/7/29
1552349,ITA,['Athletics'],1994/6/3
1552351,ITA,['Athletics'],1994/6/19
1552358,ITA,['Athletics'],1996/10/17
1552362,ITA,['Athletics'],2000/8/14
1552364,ITA,['Athletics'],1997/5/22
1552365,ITA,['Athletics'],1999/4/27
1552368,UZB,['Fencing'],2002/11/19
1552370,GEO,['Judo'],2001/6/18
1552373,ITA,['Athletics'],1994/3/8
1552374,ITA,['Athletics'],1999/10/31
1552375,ITA,['Athletics'],1995/12/25
1552378,ITA,['Athletics'],2005/2/7
1552379,ITA,['Athletics'],2002/7/18
1552380,ITA,['Athletics'],1998/10/9
1552381,ITA,['Athletics'],1994/1/29
1552383,ITA,['Athletics'],1998/1/26
1552384,ITA,['Athletics'],1991/11/23
1552385,ITA,['Athletics'],1992/6/1
1552386,ITA,['Athletics'],1997/4/15
1552387,ITA,['Athletics'],1997/9/16
1552389,ITA,['Athletics'],1996/1/16
1552390,ITA,['Athletics'],1995/9/7
1552392,ITA,['Athletics'],1996/5/31
1552394,ITA,['Athletics'],1994/12/13
1552395,ITA,['Athletics'],1989/9/14
1552403,MAR,['Golf'],1997/10/30
1552443,GEO,['Wrestling'],1994/1/10
1552444,GEO,['Wrestling'],1993/12/6
1552449,GEO,['Wrestling'],1996/2/13
1552495,GEO,['Wrestling'],1997/5/17
1552548,MON,['Rowing'],1994/8/15
1552556,MON,['Judo'],2000/9/6
1552558,MON,['Swimming'],2005/7/19
1552569,MON,['Marathon Swimming'],1999/5/28
1552575,MON,['Table Tennis'],1988/1/8
1553020,MON,['Athletics'],1999/11/30
1553021,ITA,['Modern Pentathlon'],1999/4/29
1553029,ITA,['Modern Pentathlon'],1991/5/28
1553031,ITA,['Modern Pentathlon'],2000/1/27
1553033,ITA,['Modern Pentathlon'],1998/3/12
1553039,JAM,['Athletics'],1992/5/7
1553247,GER,['Shooting'],1995/10/1
1553249,GER,['Archery'],1993/6/7
1553253,GER,['Shooting'],1994/5/26
1553255,GER,['Shooting'],1987/4/29
1553257,GER,['Archery'],1995/9/1
1553258,GER,['Archery'],1996/4/19
1553260,GER,['Shooting'],1990/1/9
1553262,GER,['Shooting'],1996/12/18
1553271,GER,['Shooting'],1992/9/20
1553277,GER,['Shooting'],1995/4/5
1553280,GER,['Shooting'],1993/9/15
1553285,GER,['Archery'],2001/1/15
1553289,GER,['Shooting'],1999/11/16
1553293,GER,['Shooting'],2000/11/27
1553294,GER,['Shooting'],2001/8/28
1553299,GER,['Shooting'],1999/7/9
1553301,GER,['Shooting'],2000/1/27
1553574,NAM,['Cycling Road'],1993/10/28
1553663,FRA,['Sport Climbing'],2005/3/10
1553664,FRA,['Sport Climbing'],1984/11/9
1553666,FRA,['Sport Climbing'],2004/4/10
1553674,FRA,['Sport Climbing'],2003/6/16
1553677,FRA,['Sport Climbing'],2001/3/22
1553685,FRA,['Sport Climbing'],2002/12/9
1553688,FRA,['Sport Climbing'],2005/3/14
1553753,JAM,['Athletics'],1999/3/8
1553910,JAM,['Athletics'],1988/11/3
1553912,JAM,['Athletics'],1992/9/14
1553914,JAM,['Athletics'],1996/10/25
1554140,MAR,['Shooting'],1995/4/24
1554520,JAM,['Athletics'],1992/11/11
1554523,JAM,['Athletics'],1999/3/31
1554524,JAM,['Athletics'],1993/11/14
1554526,CRC,['Athletics'],1994/9/5
1554735,MEX,['Fencing'],1997/6/14
1554801,MAS,['Diving'],1999/7/12
1554860,CRO,['Sailing'],1992/9/14
1554885,GEO,['Wrestling'],1994/4/1
1554897,CYP,['Cycling Road'],1992/4/2
1554945,SWE,['Handball'],1993/7/10
1554952,SWE,['Handball'],1996/8/7
1554957,SWE,['Handball'],1997/9/17
1554960,SWE,['Handball'],1996/8/20
1554963,SWE,['Handball'],1996/12/20
1554966,CRO,['Tennis'],1993/7/4
1554968,CRO,['Tennis'],1988/12/24
1554970,CRO,['Tennis'],1991/1/19
1554972,CRO,['Tennis'],1996/6/28
1554976,SWE,['Handball'],1990/5/28
1554978,SWE,['Handball'],1995/4/17
1554980,SWE,['Handball'],1994/5/18
1554982,SWE,['Handball'],1991/6/3
1554983,SWE,['Handball'],1998/1/13
1554984,SWE,['Handball'],1992/5/20
1554985,SWE,['Handball'],1997/9/18
1554994,SWE,['Handball'],2002/5/31
1554997,SWE,['Handball'],1998/7/13
1555001,SWE,['Handball'],1996/4/23
1555006,SWE,['Handball'],2002/3/18
1555010,SWE,['Handball'],1991/7/19
1555033,CYP,['Artistic Gymnastics'],1997/11/10
1555034,UZB,['Boxing'],2003/7/29
1555069,UZB,['Boxing'],2003/6/14
1555070,CYP,['Rhythmic Gymnastics'],2008/9/16
1555074,UZB,['Boxing'],2002/5/20
1555082,KAZ,['Athletics'],1998/3/12
1555095,IRL,['Rugby Sevens'],1999/6/23
1555096,IRL,['Rugby Sevens'],1993/9/29
1555097,IRL,['Rugby Sevens'],2001/11/30
1555098,IRL,['Boxing'],1989/12/11
1555100,IRL,['Swimming'],1999/9/2
1555101,IRL,['Swimming'],1994/1/27
1555109,IRL,['Equestrian'],1981/8/6
1555111,IRL,['Hockey'],1988/4/3
1555185,BUL,['Boxing'],1996/7/14
1555190,BUL,['Boxing'],2003/12/15
1555195,BUL,['Boxing'],2000/6/3
1555234,CYP,['Judo'],2000/6/5
1555317,BUL,['Boxing'],1990/12/16
1555318,BUL,['Boxing'],1990/6/26
1555372,MAR,['Athletics'],1996/1/7
1555380,MAR,['Athletics'],1993/3/12
1555417,BUL,['Tennis'],1995/2/25
1555457,JAM,['Athletics'],1994/5/25
1555479,MAR,['Canoe Sprint'],2002/5/20
1555493,ANT,['Sailing'],2002/5/8
1555500,MAR,['Athletics'],1996/3/19
1555501,MAR,['Athletics'],1998/12/15
1555502,JAM,['Athletics'],2002/1/21
1555503,MAR,['Athletics'],1992/5/28
1555506,MAR,['Athletics'],1992/3/20
1555510,CHI,['Swimming'],2004/1/10
1555511,MAR,['Athletics'],1995/4/8
1555512,CHI,['Swimming'],1985/8/9
1555519,MAR,['Athletics'],1993/2/27
1555537,CUB,['Boxing'],2000/7/14
1555541,NIG,['Taekwondo'],2005/10/28
1555542,ANT,['Swimming'],2002/6/13
1555548,CUB,['Boxing'],1993/2/21
1555550,ANT,['Swimming'],2008/8/10
